"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2"
,,,,,"Caledonia, Michigan, United States","125265326700",,"8999","US $8,999.00","silentpr-53",,"","2018 Panini Kaboom! #TB Tom Brady PSA 10 - FIRST YEAR BRADY KABOOM!!","Sports Trading Card",,"https://www.ebay.com/itm/125265326700",,,"Ships from United States","28 watchers",
,,,,,"Fort Lauderdale, Florida, United States","125530012179",,"8999.99","US $8,999.99","bgn_cards",,"","AARON JUDGE 2013 Bowman Chrome Refractor Auto RC Yankees BGS 9.5/10 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/125530012179",,,"Ships from United States",,
,,,,,"Decatur, Georgia, United States","384778706527",,"8999","US $8,999.00","makingxwaves",,"","2018 Panini Absolute Trae Young Rookie Glass RC SSP Case Hit PSA 10 POP 4! RARE","Sports Trading Card",,"https://www.ebay.com/itm/384778706527",,,"Ships from United States",,
,,,,,"Manchester, New Hampshire, United States","325222568903",,"8999.99","US $8,999.99","cardsczar",,"","2021 National Treasures MAC JONES RC Patch Auto SP #d 47/99 SGC 9.5 Patriots","Sports Trading Card","Does not apply","https://www.ebay.com/itm/325222568903",,,"Returns accepted","Ships from United States",
,,,,,"Garden Grove, California, United States","294480428504",,"8999.99","US $8,999.99","scodse",,"","LeBron James Auto 2006 Signature Edition SP BGS Gem Mint 9.5, 10 Surface Lakers","Sports Trading Card",,"https://www.ebay.com/itm/294480428504",,,"Ships from United States","17 watchers",
,,,,,"New York, New York, United States","125061130753",,"8999.99","US $8,999.99","19th-hole",,"","2020 contenders optic #142 jake fromm rc; gold vinyl auto true 1/1 grail psa 9💥","Sports Trading Card",,"https://www.ebay.com/itm/125061130753",,,"Ships from United States","12 watchers",
,,,,,"Carnegie, Pennsylvania, United States","325112409591",,"8999.99","US $8,999.99","thatstandard",,"","2016 Bowman Chrome Prospects Auto Gold Refractor  O’Neal O’Neil Cruz BGS 9.5/10","Sports Trading Card",,"https://www.ebay.com/itm/325112409591",,,"Ships from United States","10 watchers",
,,,,,"Jacksonville, Arkansas, United States","175427013326",,"8999.99","US $8,999.99","beerad69_on_ig",,"","KIRK COUSINS 2012 CONTENDERS CRACKED ICE ROOKIE AUTO /20 BGS TRUE 💎+ VIKINGS🔥","Sports Trading Card","Does not apply","https://www.ebay.com/itm/175427013326",,,"Ships from United States",,
,,,,,"Raleigh, North Carolina, United States","184853543077",,"8999.99","US $8,999.99","rip_n_flip_wax",,"","LaMelo Ball PSA 9 2020-21 Prizm FOTL BLUE SHIMMER #'d 17/35 #278 RC Rookie /35","Sports Trading Card",,"https://www.ebay.com/itm/184853543077",,,"Ships from United States","25 watchers",
,,,,,"New Kensington, Pennsylvania, United States","134169291161",,"8999","US $8,999.00","arkcitystandup",,"","2013 National Treasures 50th Anniversary Hall of Fame Patch/6 Set Reggie Bush","Sports Trading Card",,"https://www.ebay.com/itm/134169291161",,,"Sale benefits charity","Ships from United States",
,,,,,"Aiea, Hawaii, United States","185627879793",,"8999","US $8,999.00","po10sho",,"","2019-20 PANINI PRIZM ZION WILLIAMSON ROOKIE SIGNATURES PSA 10 RC Auto Pelicans","Sports Trading Card",,"https://www.ebay.com/itm/185627879793",,,"Ships from United States",,
,,,,,"Harrison, New Jersey, United States","282941199989",,"8998.62","US $8,998.62","sportsphilanthropist",,"","2017 Topps NOW 696 Aaron Judge /5 Yankees Auto Used Relic Wild Card BGS 9.5 POP1","Sports Trading Card",,"https://www.ebay.com/itm/282941199989",,,"Ships from United States","9 watchers",
,,,,,"Wahpeton, North Dakota, United States","403824717336",,"8999","US $8,999.00","joher86",,"","2020 Panini Immaculate Joe Burrow Premium RPA BGS 9/10 💎 LoW PoP SP/49 💥!!!","Sports Trading Card",,"https://www.ebay.com/itm/403824717336",,,"Ships from United States",,
,,,,,"Canonsburg, Pennsylvania, United States","354371407292",,"9000","US $9,000.00","powernineinkllc",,"","1976 Topps Walter Payton Rookie #148! PSA 9!","Sports Trading Card",,"https://www.ebay.com/itm/354371407292",,,"Ships from United States",,
,,,,,"Pierz, Minnesota, United States","264683956797",,"8999.95","US $8,999.95","5starsportscards",,"","2017 BOWMAN DRAFT LUIS GONZALEZ RC 1ST BOWMAN ORANGE REF AUTO #19/25 SSP PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/264683956797",,,"Ships from United States",,
,,,,,"Honolulu, Hawaii, United States","265922648574",,"8999.99","US $8,999.99","leahi51513",,"","2021 TOPPS CHROME REAL SOCIEDAD #14 MARTIN ZUBIMENDI RC SUPERFRACTOR #1/1 PSA 10",,,"https://www.ebay.com/itm/265922648574",,,"Ships from United States",,
,,,,,"BUY-SELL-TRADE CARDS 24/7 - 365, United States","313034690074",,"9000","US $9,000.00","xocompany",,"","KYLIAN MBAPPE 2018 FINEST CHAMPIONS LEAGUE GOLD REFRACTOR ROOKIE /50 BGS 9.5 10","Sports Trading Card",,"https://www.ebay.com/itm/313034690074",,,"Ships from United States","5 watchers",
,,,,,"Broken Arrow, Oklahoma, United States","144415897782",,"9000","US $9,000.00","sandscards",,"","Michael Jordan 2001 UD MJ Tributes Auto Autograph #26/30 PSA 10 Auto 10 Pop 1",,,"https://www.ebay.com/itm/144415897782",,,"Returns accepted","Ships from United States","53 watchers"
,,,,,"Temecula, California, United States","144642706059",,"8999","US $8,999.00","smora0122",,"","🔥2019 spectra auto /25 Patrick Mahomes Psa 8 Rookie Autograph 🔥","Sports Trading Card",,"https://www.ebay.com/itm/144642706059",,,"Ships from United States",,
,,,,,"Laurel, Florida, United States","313959457930",,"8999","US $8,999.00","breakers.rowe",,"Breakers.Rowe: Premium Sports Memorabilia","Kawhi Leonard 2011 UD Exquisite Collection #65 RC Rookie Auto 41/199 PSA 10",,,"https://www.ebay.com/itm/313959457930",,,"Returns accepted","Ships from United States",
,,,,,"Meridian, Idaho, United States","266000503417",,"8994.99","US $8,994.99","dynamo4321",,"","1996/97 Flair Showcase Row 0 Legacy Allen Iverson Rc #3 (77/150) BGS 9 Card RARE",,,"https://www.ebay.com/itm/266000503417",,,"Ships from United States",,
,,,,,"Vernon Hills, Illinois, United States","114829436776",,"8999","US $8,999.00","sportscardbaron1",,"","2019 TOPPS CHROME GREEN REFRACTOR #203 FERNANDO TATIS JR. RC PSA 10 GEM MINT /99","Sports Trading Card","Does not apply","https://www.ebay.com/itm/114829436776",,,"Ships from United States","19 watchers",
,,,,,"Oceanside, California, United States","125221676210",,"8990","US $8,990.00","ps23gotsports",,"","2018 PANINI OPTIC LUKA DONCIC FAST BREAK PURPLE/95 PRIZM RC #177 FLAWLESS PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/125221676210",,,"Ships from United States","11 watchers",
,,,,,"Portland, Oregon, United States","313994712132",,"8999.99","US $8,999.99","little_victories",,"","2009 Bowman Chrome Freddie Freeman #/50 Gold Refractor AUTO RC BGS 9.5 Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/313994712132",,,"10 watchers",,
,,,,,"Albion, Maine, United States","125144379072",,"9000","US $9,000.00","flacco4prez",,"","2000 UD MASTER MUHAMMAD ALI AUTO GLOVES 41/70","Sports Trading Card",,"https://www.ebay.com/itm/125144379072",,,"15 watchers",,
,,,,,"Utica, Michigan, United States","265860840658",,"8999.99","US $8,999.99","jac85",,"","TOM BRADY 2004 SP GAME USED AUTHENTIC FABRICS AUTOGRAPH PSA NM-MT 8 37/100","Sports Trading Card",,"https://www.ebay.com/itm/265860840658",,,"Ships from United States",,
,,,,,"Las Vegas, Nevada, United States","234726929579",,"8995.95","US $8,995.95","mauri-aber",,"","1986 Topps Steve Young #374 HOF BGS 9.5 Gem Mint Pop 12","Sports Trading Card",,"https://www.ebay.com/itm/234726929579",,,"Ships from United States","8 watchers",
,,,,,"Chicago, Illinois, United States","254222792110",,"9000","US $9,000.00","sports-cards-forever",,"","1973 Topps 230 Joe Morgan Reds PSA 9  24609465","Sports Trading Card",,"https://www.ebay.com/itm/254222792110",,,"Returns accepted","Ships from United States","5 watchers"
,,,,,"Carmel, Indiana, United States","325022638085",,"8999.99","US $8,999.99","djharsh",,"","🔥🔥1972-73 Topps Wilt Chamberlain #1 BVG 9! HOF! 1 of 7 BVG 9 Lakers! 🔥🔥","Sports Trading Card",,"https://www.ebay.com/itm/325022638085",,,"Ships from United States",,
,,,,,"Brooklyn, New York, United States","225153259750",,"8999.99","US $8,999.99","thehotcornersports",,"","1955 TOPPS SANDY KOUFAX ROOKIE RC #123 PSA 7 NM HOF","Sports Trading Card",,"https://www.ebay.com/itm/225153259750",,,"Ships from United States","9 watchers",
,,,,,"Carson, California, United States","233920611301",,"8999","US $8,999.00","djdollabill",,"","1996-97 Topps Finest #74 Kobe Bryant Lakers RC Rookie HOF GRADED PSA 10 GEM","Sports Trading Card",,"https://www.ebay.com/itm/233920611301",,,"Ships from United States",,
,,,,,"Laurel, Florida, United States","203612078385",,"8999","US $8,999.00","breakers.rowe",,"Breakers.Rowe: Premium Sports Memorabilia","Christiano Ronaldo 2014 Panini Prizm World Cup #161 Blue Prizm 006/199 BGS 9.5",,,"https://www.ebay.com/itm/203612078385",,,"Returns accepted","Ships from United States","6 watchers"
,,,,,"Las Vegas, Nevada, United States","255685887853",,"8999","US $8,999.00","futurebreaks",,"","JUSTIN HERBERT 2019-2020 Select XRC Tie-Dye Rookie #d /25 BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/255685887853",,,"Ships from United States",,
,,,,,"Pittsburgh, Pennsylvania, United States","155176140177",,"9000","US $9,000.00","r.c.means",,"","1933 GOUDEY #144 BABE RUTH NEW YORK YANKEES BASEBALL CARD SGC 1 POOR NICE","Sports Trading Card",,"https://www.ebay.com/itm/155176140177",,,"Returns accepted","Ships from United States","6 watchers"
,,,,,"Pasadena, California, United States","185610073415",,"8999","US $8,999.00","iwin_snatch",,"","2015 Tom Brady #1/25 1/1 Topps Finest Pink Refractor Pop 1 #140","Sports Trading Card",,"https://www.ebay.com/itm/185610073415",,,"Ships from United States",,
,,,,,"Passaic, New Jersey, United States","374334301291",,"8999","US $8,999.00","",,"PROBSTEIN123 is actively accepting CONSIGNMENTS !!","2021-22 Immaculate Gold Cade Cunningham RPA RC Patch AUTO 5/10 BGS 9 POP 1",,,"https://www.ebay.com/itm/374334301291",,,"Ships from United States",,
,,,,,"San Jose, California, United States","373489444646",,"8999","US $8,999.00","jlcollectibles-3300",,"","2019 Panini Prizm #75 Luka Doncic Green Prizm PSA 9 MINT Mavericks 2nd Year!!","Sports Trading Card",,"https://www.ebay.com/itm/373489444646",,,"Returns accepted","Ships from United States",
,,,,,"Burbank, California, United States","314266051522",,"8999.99","US $8,999.99","burbanksportscards",,"","1986-87 Fleer #57 Michael Jordan RC Rookie BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/314266051522",,,"Ships from United States","21 watchers",
,,,,,"Burbank, California, United States","364066907048",,"8999.99","US $8,999.99","burbanksportscards",,"","2005 Bowman Chrome Autograph #221 Aaron Rodgers RC Auto PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/364066907048",,,"Ships from United States","6 watchers",
,,,,,"Burbank, California, United States","363834225804",,"9000","US $9,000.00","burbanksportscards",,"","2004 Topps Chrome Gold Refractors #8 Kobe Bryant 67/99 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/363834225804",,,"Ships from United States","22 watchers",
,,,,,"Camarillo, California, United States","334626316816",,"9000","US $9,000.00","andymadec",,"","1909 T206 TY COBB Bat On Shoulder Sweet Caporal 150/30 SGC VG 3+ Dead Centered!","Sports Trading Card",,"https://www.ebay.com/itm/334626316816",,,"Returns accepted","Ships from United States","6 watchers"
,,,,,"Taito-Ku, Japan","165431163998",,"9000","US $9,000.00","sportscardbro927",,"","2020-21 ANTHONY EDWARDS PANINI CONTENDERS RC AUTO PATCH Ssp 3/10 PSA 9! Pop 1!","Sports Trading Card",,"https://www.ebay.com/itm/165431163998",,,,,
,,,,,"Camarillo, California, United States","385228795467",,"9000","US $9,000.00","andymadec",,"","1934 Goudey #61 LOU GEHRIG New York Yankees PSA VG-EX 4 & Centered! - MBA SILVER","Sports Trading Card",,"https://www.ebay.com/itm/385228795467",,,"Returns accepted","Ships from United States","8 watchers"
,,,,,"Miami, Florida, United States","224710710054",,"8995","US $8,995.00","gess735",,"","LeBron James UPPER DECK BLACK Game Used Jersey/ AUTO 35/50 SGC 9","Sports Trading Card",,"https://www.ebay.com/itm/224710710054",,,"11 watchers",,
,,,,,"Port Washington, New York, United States","125654995982",,"8995","US $8,995.00","ballentradingco",,"","2021 Panini Prizm Tom Brady Manga BGS 9.5 w 1 10 🔥🔥crack Re Sub TEN?!?","Sports Trading Card",,"https://www.ebay.com/itm/125654995982",,,"Ships from United States",,
,,,,,"Northampton, Pennsylvania, United States","275035325949",,"8999","US $8,999.00","rrb479",,"","2020 Topps Transcendent VIP 2018 Topps Chrome Sapphire Ronald Acuna Bat Down /16","Sports Trading Card",,"https://www.ebay.com/itm/275035325949",,,"Ships from United States","16 watchers",
,,,,,"Burbank, California, United States","165698702591",,"8999.99","US $8,999.99","burbanksportscards",,"","2020 Ben Baller Chrome Autographs Red Refractor Shohei Ohtani Auto /5 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/165698702591",,,"Ships from United States",,
,,,,,"Newark, New Jersey, United States","403882148664",,"9000","US $9,000.00","bat1710",,"","2003 Panini Mega Craques Cristiano Ronaldo ROOKIE RC #137 PSA5 Manchester United","Sports Trading Card",,"https://www.ebay.com/itm/403882148664",,,"Ships from United States",,
,,,,,"Hyannis, Massachusetts, United States","354394968819",,"9000","US $9,000.00","wilma-57",,"","2001 UD SPx #150 Ichiro Suzuki Rookie Jersey Auto PSA 9 Mint. *Cheapest PSA 9*","Sports Trading Card",,"https://www.ebay.com/itm/354394968819",,,"Ships from United States","5 watchers",
,,,,,"Bayonne, New Jersey, United States","325422979827",,"9000","US $9,000.00","prince_of_cards",,"","BGS 8.5 MICHAEL JORDAN 1991-92 Fleer 3D Acrylic Wrapper Redemption #29 RARE MINT","Sports Trading Card","n/a","https://www.ebay.com/itm/325422979827",,,"Ships from United States",,
,,,,,"Burbank, California, United States","314141526642",,"8999.99","US $8,999.99","burbanksportscards",,"","2006 Upper Deck Ovation Spotlight Signature Michael Jordan Auto BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/314141526642",,,"Ships from United States","15 watchers",
,,,,,"West New York, New Jersey, United States","225197021405",,"8995","US $8,995.00","spotlight_rookies",,"","Luka Doncic 2018 19 Panini Select Courtside #229 RC Rookie Silver Prizm PSA 9",,,"https://www.ebay.com/itm/225197021405",,,"Money Back Guarantee",,
,,,,,"Champaign, Illinois, United States","353860975643",,"9000","US $9,000.00","moryo-16",,"Missing name on front : BGS 8 NM-MT","1997-98 Topps Michael Jordan #123  ERROR CARD- MISPRINT","Sports Trading Card",,"https://www.ebay.com/itm/353860975643",,,,,
,,,,,"Quincy, Massachusetts, United States","285040722751",,"8999.99","US $8,999.99","ricky_fisk",,"","2013 Bowman Chrome Draft Aaron Judge Rookie RC BCA-AJ Gem Mint PSA 10/10 Auto","Sports Trading Card",,"https://www.ebay.com/itm/285040722751",,,"Ships from United States",,
,,,,,"Longmont, Colorado, United States","175449945744",,"9000","US $9,000.00","goldspectra80504",,"","TOM BRADY 2020 OBSIDIAN VITREOUS #V23 PSA {10} GEM MINT DIE CUT #ERED 16/35","Sports Trading Card",,"https://www.ebay.com/itm/175449945744",,,"Ships from United States",,
,,,,,"Sayville, New York, United States","314152499977",,"9000","US $9,000.00","rookie-parade",,"","1973 Topps Willie Mays #305 HOF Last Year New York Mets RGI 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/314152499977",,,"Ships from United States",,
,,,,,"Flower Mound, Texas, United States","304706057613",,"9000","US $9,000.00","comic-warehouse",,"","1952 Topps #261 Willie Mays (HOF, Topps ROOKIE Card) PSA 3.0 Baseball Card","Sports Trading Card",,"https://www.ebay.com/itm/304706057613",,,"Free shipping and returns","Ships from United States",
,,,,,"Pasco, Washington, United States","175417228910",,"9000","US $9,000.00","roxburee21",,"","2009 BOWMAN CHROME DRAFT MIKE TROUT ROOKIE AUTO #BDPP89 BGS 9.5",,,"https://www.ebay.com/itm/175417228910",,,"77 watchers",,
,,,,,"Sunnyvale, California, United States","255094187148",,"9000","US $9,000.00","cts-shoes",,"","2018-19 Panini Flawless Momentous Gold #18 Kobe Bryant 6/10 BGS 9 w/ 10 AUTO","Sports Trading Card",,"https://www.ebay.com/itm/255094187148",,,"Ships from United States","29 watchers",
,,,,,"Las Vegas, Nevada, United States","334534607844",,"9000","US $9,000.00","jaeshima-0",,"","michael jordan #23 Bulls 45","Sports Trading Card",,"https://www.ebay.com/itm/334534607844",,,"Ships from United States",,
,,,,,"Los Angeles, California, United States","175322827568",,"9000","US $9,000.00","greenfankc",,"","2020 Bowman Chrome Bobby Witt Jr. Gold Refractor Auto 42/50 BGS 9 Mint",,,"https://www.ebay.com/itm/175322827568",,,"Ships from United States","8 watchers",
,,,,,"Pensacola, Florida, United States","234676462592",,"8995","US $8,995.00","bent1169",,"","1933 Goudey Babe Ruth #181 (Green) PSA 1 (HOF) - 📈","Sports Trading Card",,"https://www.ebay.com/itm/234676462592",,,"Ships from United States","14 watchers",
,,,,,"Largo, Florida, United States","255685477537",,"9000","US $9,000.00","buccaneers245",,"","1998 DuoCardz Comic Images The Rock Autograph BAS Beckett 9 Auto Dwayne Johnson","Sports Trading Card",,"https://www.ebay.com/itm/255685477537",,,"Ships from United States","5 watchers",
,,,,,"Thomasboro, Illinois, United States","275270089431",,"9000","US $9,000.00","217chrome",,"","2020 Bowman Chrome Luis Matos Orange Refractor Auto/Autograph /25 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/275270089431",,,"Ships from United States","10 watchers",
,,,,,"Haines City, Florida, United States","255332237081",,"9000","US $9,000.00","geraval",,"","Venezuelan Topps 1959 Willie Mays #50 PSA 3.5 San Francisco Giants Ptd Venezuela","Sports Trading Card",,"https://www.ebay.com/itm/255332237081",,,"Returns accepted","Ships from United States","9 watchers"
,,,,,"Wakefield, Rhode Island, United States","353633111878",,"9000","US $9,000.00","talu2538",,"HGA 9.5/10! WOW!","2015-16 Panini Prizm Veteran Signatures Silver Kobe Bryant 23/25!","Sports Trading Card",,"https://www.ebay.com/itm/353633111878",,,"Ships from United States",,
,,,,,"Clearwater, Florida, United States","362999257295",,"9000","US $9,000.00","powerseller727",,"","1909 E92 Croft's Candy Cocoa Back Cy Young SGC 40  Super Rare Population 1/1 RC","Sports Trading Card",,"https://www.ebay.com/itm/362999257295",,,"Ships from United States","15 watchers",
,,,,,"Duxbury, Massachusetts, United States","225079184122",,"8900","US $8,900.00","dropthepuck20",,"","24/1978 TOPPS RACK PACKS AUTH AND WRAPPED BY THE BBCE","Sports Trading Card",,"https://www.ebay.com/itm/225079184122",,,"Ships from United States",,
,,,,,"Whiteville, North Carolina, United States","333919613034",,"9000","US $9,000.00","pingplayer1",,"","2003-04 UPPER DECK LEBRON JAMES RC ROOKIE CARD #301 PSA 10 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/333919613034",,,"Returns accepted","Ships from United States","11 watchers"
,,,,,"Pensacola, Florida, United States","194939513401",,"9000","US $9,000.00","bluersx04",,"","1958 Topps Jim Brown PSA 1 PSA DNA AUTO Gem 10 Browns Signed Rookie Card RC #62","Sports Trading Card",,"https://www.ebay.com/itm/194939513401",,,"Ships from United States","5 watchers",
,,,,,"Philadelphia, Pennsylvania, United States","124914315472",,"9000","US $9,000.00","aziz.abdallah",,"","2019 kyler murray prizm blue shimmer auto bgs 9.5","Sports Trading Card",,"https://www.ebay.com/itm/124914315472",,,"Ships from United States","11 watchers",
,,,,,"Largo, Florida, United States","255642293297",,"9000","US $9,000.00","buccaneers245",,"","1982 Wrestling All Stars HULK HOGAN Rookie Card #2 PSA 9 OC Hulkamania Mint RC",,,"https://www.ebay.com/itm/255642293297",,,"Ships from United States","7 watchers",
,,,,,"Perris, California, United States","393729566086",,"9000","US $9,000.00","dron-5741",,"","2019 Panini Flawless Tyler Herro (RC)  PSA 9 DNA / Auto 10 6/25 Flawless Diamond","Sports Trading Card",,"https://www.ebay.com/itm/393729566086",,,"Ships from United States","6 watchers",
,,,,,"Kingston, New Hampshire, United States","124970977685",,"9000","US $9,000.00","chameleoncards",,"","2018 topps ronald acuna jr gold","Sports Trading Card",,"https://www.ebay.com/itm/124970977685",,,"Ships from United States",,
,,,,,"Westport, Connecticut, United States","354413372686",,"9000","US $9,000.00","the_curry_collection",,"","2009 Stephen Steph Curry Rookie Card, Bowman '48 Signed with Auto ""Chef Curry""","Sports Trading Card",,"https://www.ebay.com/itm/354413372686",,,"Ships from United States","7 watchers",
,,,,,"Camarillo, California, United States","334453719963",,"9000","US $9,000.00","andymadec",,"","1971 Topps #156 TERRY BRADSHAW ROOKIE Steelers CSG 8.5 NM-MT+ Centered  MBA GOLD","Sports Trading Card",,"https://www.ebay.com/itm/334453719963",,,"Returns accepted","Ships from United States","7 watchers"
,,,,,"Wilsonville, Oregon, United States","134231109641",,"8900","US $8,900.00","raulus",,"","1964 Meadowgold Mickey Mantle - Blue - PSA 2 Pop 2, Only 8 Higher","Sports Trading Card",,"https://www.ebay.com/itm/134231109641",,,"Ships from United States",,
,,,,,"Fort Myers, Florida, United States","265845086103",,"9000","US $9,000.00","irishhosta",,"","1952 PARKHURST 88 GORDIE HOWE KSA 8 NM-MT 1952-53 HALL OF FAME DETROIT RED WINGS","Sports Trading Card",,"https://www.ebay.com/itm/265845086103",,,"Free shipping and returns","Ships from United States",
,,,,,"Liberty, Texas, United States","165792218059",,"9000","US $9,000.00","dylosmar0",,"","1991 Classic WWF #64 The Undertaker ROOKIE Card RC PSA 10 GEM MINT POP 4 WWE HOF","Sports Trading Card",,"https://www.ebay.com/itm/165792218059",,,"Ships from United States",,
,,,,,"FPO, Armed Forces Pacific, United States","134117700824",,"9000","US $9,000.00","entrance6191",,"","2020 Panini Absolute Justin Herbert #167 Graded Rookie Card RC - PSA 9 🏈","Sports Trading Card",,"https://www.ebay.com/itm/134117700824",,,"Ships from United States",,
,,,,,"Peoria, Arizona, United States","224747530313",,"9000","US $9,000.00","carjoh-7869",,"","2016 Panini Preferred Holo Blue Demaryius Thomas Auto 1/1 BGS 9 mint 10 Auto","Sports Trading Card",,"https://www.ebay.com/itm/224747530313",,,"Ships from United States",,
,,,,,"Collingswood, New Jersey, United States","255836915470",,"9000","US $9,000.00","golds_cards",,"","FERNANDO TATIS 2016 BOWMAN CHROME AUTO TRUE BLUE REFRACTOR /150 BGS 9.5 GEM MINT","Sports Trading Card",,"https://www.ebay.com/itm/255836915470",,,"Ships from United States","6 watchers",
,,,,,"Portland, Oregon, United States","144727103226",,"8950","US $8,950.00","bhwatts2000",,"","2015 BOWMAN CHROME ORANGE REFRACTOR RYAN MOUNTCASTLE ROOKIE AUTO /25 PSA 10 GEM","Sports Trading Card",,"https://www.ebay.com/itm/144727103226",,,"Ships from United States",,
,,,,,"Chico, California, United States","155279544281",,"9000","US $9,000.00","ymcardhouse",,"","PSA 10 GEM MINT 2021 Donruss Optic! Josh Allen! Black Pandora Downtown /25!","Sports Trading Card",,"https://www.ebay.com/itm/155279544281",,,"Ships from United States","6 watchers",
,,,,,"Fort Wayne, Indiana, United States","202888852547",,"9000","US $9,000.00","imbremer",,"","1996-1997 Upper Deck SPx Die-Cut GOLD @ KOBE BRYANT BGS 9.5 GEM MINT @ RC Rookie","Sports Trading Card",,"https://www.ebay.com/itm/202888852547",,,"35 watchers",,
,,,,,"Kirkland, Washington, United States","385086901401",,"9000","US $9,000.00","austincharles",,"","2020-21 Panini Absolute Anthony Edwards RC Auto 1/1 Variation","Sports Trading Card",,"https://www.ebay.com/itm/385086901401",,,"Ships from United States",,
,,,,,"Dade City, Florida, United States","144785073181",,"9000","US $9,000.00","belhavenale",,"","1952 Topps Sid Gordon #267 PSA 9","Sports Trading Card",,"https://www.ebay.com/itm/144785073181",,,"Returns accepted","Ships from United States","7 watchers"
,,,,,"Honolulu, Hawaii, United States","275479778649",,"8925","US $8,925.00","oahusportscards",,"","2017-18 Prizm PATRICK MAHOMES Silver w/ Red Ink On-Card Auto RC PSA 9/10 POP 1!","Sports Trading Card",,"https://www.ebay.com/itm/275479778649",,,"Ships from United States","5 watchers",
,,,,,"Weslaco, Texas, United States","385264502006",,"9000","US $9,000.00","karodr9950",,"","2006 PANINI WORLD CUP GERMANY CRISTIANO RONALDO #169 PSA 10 GEM MINT POP  103","Sports Trading Card",,"https://www.ebay.com/itm/385264502006",,,,,
,,,,,"Schenectady, New York, United States","185276603293",,"9000","US $9,000.00","s0ni-64",,"","2020 Mosaic Rookie RC Joe Burrow Genesis BGS 9 Mint Bengals SSP RARE AFC Champ","Sports Trading Card",,"https://www.ebay.com/itm/185276603293",,,"Ships from United States",,
,,,,,"Fort Wayne, Indiana, United States","325363753721",,"9000","US $9,000.00","wolffy_collects",,"","Khamzat Chimaev Mojo /25 Prizm Rookie Card Panini UFC 2021 PSA 8 NM #7 WR1","Sports Trading Card",,"https://www.ebay.com/itm/325363753721",,,"Ships from United States",,
,,,,,"Advance, North Carolina, United States","185602187339",,"9000","US $9,000.00","riss.jaso",,"","2018 Panini Kaboom ! Kobe Bryant Psa 10","Sports Trading Card",,"https://www.ebay.com/itm/185602187339",,,"Ships from United States","17 watchers",
,,,,,"Queensbury, New York, United States","325328411415",,"9000","US $9,000.00","yanks4life83",,"","Ja’marr Chase Up and Coming Gold Vinyl 1/1","Sports Trading Card",,"https://www.ebay.com/itm/325328411415",,,"Ships from United States",,
,,,,,"Colora, Maryland, United States","275525947038",,"9000","US $9,000.00","gtxthunder",,"","1996 Leaf Studio Silver Press Proof Derek Jeter 1 of 100  #33 PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/275525947038",,,"Ships from United States",,
,,,,,"El Paso, Texas, United States","184735774631",,"9000","US $9,000.00","chriskabob123",,"","2003-04 Upper Deck Hardcourt Clear Commemoratives Michael Jordan Autograph SP","Sports Trading Card",,"https://www.ebay.com/itm/184735774631",,,"Ships from United States","14 watchers",
,,,,,"Saitama ken, Japan","385265314104",,"9000","US $9,000.00","cbnstoretokyo",,"","Kobe Bryant 1997-98 SkyBox Fleer Metal Universe Platinum Portrait","Sports Trading Card",,"https://www.ebay.com/itm/385265314104",,,,,
,,,,,"SOUTHEAST, United States","304285800530",,"9000","US $9,000.00","gsbt182711",,"","1992 Derek Jeter Little Sun High School Rookie RC Card PSA 10 - New York Yankees",,,"https://www.ebay.com/itm/304285800530",,,"Ships from United States","11 watchers",
,,,,,"Los Angeles, California, United States","175405081876",,"9000","US $9,000.00","greenfankc",,"","2019 Bowman Chrome Draft Corbin Carroll Gold Refractor Auto 19/50 PSA/DNA 10/10",,,"https://www.ebay.com/itm/175405081876",,,"Ships from United States",,
,,,,,"Ontario, California, United States","193084211071",,"9000","US $9,000.00","sports*card*slavik",,"","LOOKS GEM MINT MICKEY MANTLE 1960 TOPPS PSA 9 ALL STAR PACK FRESH BRIGHT COLORS",,,"https://www.ebay.com/itm/193084211071",,,"33 watchers",,
,,,,,"Boulder, Colorado, United States","295310825640",,"9000","US $9,000.00","bertmack",,"","2004-05 LEBRON JAMES Topps Chrome Gold Refractor /99 BGS 8","Sports Trading Card",,"https://www.ebay.com/itm/295310825640",,,"Ships from United States","7 watchers",
